"album_name","ep","album_release","track_number","track_name","artist","featuring","bonus_track","promotional_release","single_release","track_release","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit","key_name","mode_name","key_mode","lyrics","cluster"
"Taylor Swift",FALSE,2006-10-24,1,"Tim McGraw","Taylor Swift","None",FALSE,NA,2006-06-19,2006-06-19,-0.0286766696881668,-0.50852876631841,-1.50069474641551,0.263839633611454,0.317986730290325,-0.547128066036446,0.924258049117346,-0.124668238032531,-0.2521839503644,0.124183643119677,-1.62471978232155,0.150558141134396,232107,FALSE,"C","major","C major",
